TaxYear,TaxDistrict,TIFProjectNum,TIFProjectName,TIFStatus,TIFStartYear,TIFEndYear,TIFPercentage,ParcelNumber,Library,JNVS,ParkDist,CityVillage,Township,School,TaxableLUC,TIFLUC,AppraisedLand,AppraisedImpr,AppraisedTotal,AssessedLand,AssessedImpr,AssessedTotal,Homesite,TaxRateType,FullRate,ReductionFactor,NonBusinessRate,OwnOccRate,EffectiveRate,EffRateCountyGen,EffRateChildren,EffRateADMH,EffRateFCBDD,EffRateParks,EffRateZoo,EffRateSenior,EffRateLibrary,EffRateJNVS,EffRateParkDist,EffRateCityVillage,EffRateTownship,EffRateSchools,EffRateCSCC,DivertedCountyGen,DivertedChildren,DivertedADMH,DivertedFCBDD,DivertedParks,DivertedZoo,DivertedSenior,DivertedLibrary,DivertedJNVS,DivertedParkDist,DivertedCityVillage,DivertedTownship,DivertedSchools,DivertedCSCC,DivertedTotal,TIFTotal,SourceFile,TIFJvs,TIFCityVillage,TIFTownship,TIFSchools,TIFMLND,TIFMBLD
2019,027,90-147,GAHANNA MANOR HOMES,Active,2006,2035,100,027000067,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,GAHANNA CITY,JEFFERSON TWP,GAHANNA JEFFERSON CSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,48300,468800,517100,16910,164080,180990,Yes,Res/Ag,116.66,0.337874,0.084937,0.021234,77.243644,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,1.63,9.92711,44.106202,0,232.8,683.48,309.52,984.84,171.56,98.14,255.46,395.58,316.73,0,258.14,1631.43,0,0,5337.68,12496.02,TifDetails-TY2019-2025-05-22.xlsx,,,,,48300.00,468800.00
2019,027,90-147,GAHANNA MANOR HOMES,Active,2006,2035,100,027000068,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,GAHANNA CITY,JEFFERSON TWP,GAHANNA JEFFERSON CSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,48300,576500,624800,16910,201780,218690,Yes,Res/Ag,116.66,0.337874,0.084937,0.021234,77.243644,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,1.63,9.92711,44.106202,0,281.29,825.84,374,1189.98,207.29,118.59,308.67,477.98,382.71,0,311.91,1971.25,0,0,6449.51,15098.92,TifDetails-TY2019-2025-05-22.xlsx,,,,,48300.00,576500.00
2019,027,90-147,GAHANNA MANOR HOMES,Active,2006,2035,100,027000069,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,GAHANNA CITY,JEFFERSON TWP,GAHANNA JEFFERSON CSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,48300,469700,518000,16910,164400,181310,Yes,Res/Ag,116.66,0.337874,0.084937,0.021234,77.243644,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,1.63,9.92711,44.106202,0,233.21,684.69,310.07,986.58,171.86,98.32,255.9,396.28,317.3,0,258.59,1634.32,0,0,5347.12,12518.12,TifDetails-TY2019-2025-05-22.xlsx,,,,,48300.00,469700.00
2019,027,90-147,GAHANNA MANOR HOMES,Active,2006,2035,100,027000070,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,GAHANNA CITY,JEFFERSON TWP,GAHANNA JEFFERSON CSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,48300,451600,499900,16910,158060,174970,Yes,Res/Ag,116.66,0.337874,0.084937,0.021234,77.243644,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,1.63,9.92711,44.106202,0,225.05,660.75,299.23,952.08,165.85,94.88,246.96,382.42,306.2,0,249.55,1577.17,0,0,5160.14,12080.38,TifDetails-TY2019-2025-05-22.xlsx,,,,,48300.00,451600.00
2019,027,90-147,GAHANNA MANOR HOMES,Active,2006,2035,100,027000071,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,GAHANNA CITY,JEFFERSON TWP,GAHANNA JEFFERSON CSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,48300,441400,489700,16910,154490,171400,Yes,Res/Ag,116.66,0.337874,0.084937,0.021234,77.243644,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,1.63,9.92711,44.106202,0,220.46,647.27,293.12,932.66,162.47,92.94,241.92,374.63,299.95,0,244.46,1544.99,0,0,5054.87,11833.92,TifDetails-TY2019-2025-05-22.xlsx,,,,,48300.00,441400.00
2019,027,90-147,GAHANNA MANOR HOMES,Below Ceiling,2006,2035,100,027000072,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,GAHANNA CITY,JEFFERSON TWP,GAHANNA JEFFERSON CSD,,,,,,,,,,Res/Ag,116.66,0.337874,0.084937,0.021234,77.243644,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,1.63,9.92711,44.106202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TifDetails-TY2019-2025-05-22.xlsx,,,,,0.00,0.00
2019,027,90-147,GAHANNA MANOR HOMES,Below Ceiling,2006,2035,100,027000073,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,GAHANNA CITY,JEFFERSON TWP,GAHANNA JEFFERSON CSD,,,,,,,,,,Res/Ag,116.66,0.337874,0.084937,0.021234,77.243644,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,1.63,9.92711,44.106202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TifDetails-TY2019-2025-05-22.xlsx,,,,,0.00,0.00
2019,027,90-147,GAHANNA MANOR HOMES,Below Ceiling,2006,2035,100,027000074,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,GAHANNA CITY,JEFFERSON TWP,GAHANNA JEFFERSON CSD,,,,,,,,,,Res/Ag,116.66,0.337874,0.084937,0.021234,77.243644,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,1.63,9.92711,44.106202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TifDetails-TY2019-2025-05-22.xlsx,,,,,0.00,0.00
2019,027,90-147,GAHANNA MANOR HOMES,Active,2006,2035,100,027000119,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,GAHANNA CITY,JEFFERSON TWP,GAHANNA JEFFERSON CSD,501 - VAC UNPLT RES LAND:     0-9.99 AC,720,400,0,400,140,0,140,No,Res/Ag,116.66,0.337874,0.084937,0.021234,77.243644,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,1.63,9.92711,44.106202,0,0.18,0.55,0.25,0.78,0.13,0.08,0.21,0.31,0.25,0,0.21,1.28,0,0,4.23,9.9,TifDetails-TY2019-2025-05-22.xlsx,,,,,400.00,0.00
2019,027,90-147,GAHANNA MANOR HOMES,Active,2006,2035,100,027000120,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,GAHANNA CITY,JEFFERSON TWP,GAHANNA JEFFERSON CSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,47400,380400,427800,16590,133140,149730,Yes,Res/Ag,116.66,0.337874,0.084937,0.021234,77.243644,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,1.63,9.92711,44.106202,0,192.59,565.44,256.06,814.74,141.92,81.19,211.33,327.26,262.03,0,213.57,1349.65,0,0,4415.78,10337.76,TifDetails-TY2019-2025-05-22.xlsx,,,,,47400.00,380400.00
2019,027,90-147,GAHANNA MANOR HOMES,Active,2006,2035,100,027000121,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,GAHANNA CITY,JEFFERSON TWP,GAHANNA JEFFERSON CSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,47200,450000,497200,16520,157500,174020,Yes,Res/Ag,116.66,0.337874,0.084937,0.021234,77.243644,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,1.63,9.92711,44.106202,0,223.83,657.16,297.6,946.92,164.95,94.36,245.62,380.35,304.54,0,248.2,1568.6,0,0,5132.13,12014.8,TifDetails-TY2019-2025-05-22.xlsx,,,,,47200.00,449900.00
2019,027,90-147,GAHANNA MANOR HOMES,Active,2006,2035,100,027000122,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,GAHANNA CITY,JEFFERSON TWP,GAHANNA JEFFERSON CSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,46900,331500,378400,16420,116030,132450,Yes,Res/Ag,116.66,0.337874,0.084937,0.021234,77.243644,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,1.63,9.92711,44.106202,0,170.36,500.18,226.51,720.72,125.54,71.82,186.95,289.49,231.78,0,188.91,1193.9,0,0,3906.16,9144.7,TifDetails-TY2019-2025-05-22.xlsx,,,,,46900.00,331500.00
2019,027,90-147,GAHANNA MANOR HOMES,Active,2006,2035,100,027000123,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,GAHANNA CITY,JEFFERSON TWP,GAHANNA JEFFERSON CSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,46700,292400,339100,16350,102340,118690,Yes,Res/Ag,116.66,0.337874,0.084937,0.021234,77.243644,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,1.63,9.92711,44.106202,0,152.66,448.22,202.98,645.84,112.5,64.36,167.52,259.42,207.7,0,169.29,1069.86,0,0,3500.35,8194.66,TifDetails-TY2019-2025-05-22.xlsx,,,,,46700.00,292400.00
2019,027,90-147,GAHANNA MANOR HOMES,Active,2006,2035,100,027000124,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,GAHANNA CITY,JEFFERSON TWP,GAHANNA JEFFERSON CSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,46400,414100,460500,16240,144940,161180,Yes,Res/Ag,116.66,0.337874,0.084937,0.021234,77.243644,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,1.63,9.92711,44.106202,0,207.32,608.67,275.64,877.05,152.78,87.4,227.49,352.29,282.07,0,229.88,1452.87,0,0,4753.46,11128.3,TifDetails-TY2019-2025-05-22.xlsx,,,,,46400.00,414100.00
2019,027,90-147,GAHANNA MANOR HOMES,Active,2006,2035,100,027000125,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,GAHANNA CITY,JEFFERSON TWP,GAHANNA JEFFERSON CSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,46400,324200,370600,16240,113470,129710,Yes,Res/Ag,116.66,0.337874,0.084937,0.021234,77.243644,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,1.63,9.92711,44.106202,0,166.84,489.83,221.83,705.81,122.95,70.33,183.08,283.5,227,0,185,1169.19,0,0,3825.36,8955.54,TifDetails-TY2019-2025-05-22.xlsx,,,,,46400.00,324200.00
2019,027,90-147,GAHANNA MANOR HOMES,Active,2006,2035,100,027000126,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,GAHANNA CITY,JEFFERSON TWP,GAHANNA JEFFERSON CSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,46400,395200,441600,16240,138320,154560,Yes,Res/Ag,116.66,0.337874,0.084937,0.021234,77.243644,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,1.63,9.92711,44.106202,0,198.8,583.68,264.32,841.03,146.5,83.81,218.15,337.82,270.48,0,220.44,1393.2,0,0,4558.23,10671.24,TifDetails-TY2019-2025-05-22.xlsx,,,,,46400.00,395200.00
2019,027,90-147,GAHANNA MANOR HOMES,Active,2006,2035,100,027000127,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,GAHANNA CITY,JEFFERSON TWP,GAHANNA JEFFERSON CSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,46400,399200,445600,16240,139720,155960,Yes,Res/Ag,116.66,0.337874,0.084937,0.021234,77.243644,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,1.63,9.92711,44.106202,0,200.6,588.96,266.72,848.64,147.83,84.57,220.13,340.88,272.93,0,222.44,1405.81,0,0,4599.51,10767.9,TifDetails-TY2019-2025-05-22.xlsx,,,,,46400.00,399200.00
2019,027,90-147,GAHANNA MANOR HOMES,Active,2006,2035,100,027000128,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,GAHANNA CITY,JEFFERSON TWP,GAHANNA JEFFERSON CSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,46400,409900,456300,16240,143470,159710,Yes,Res/Ag,116.66,0.337874,0.084937,0.021234,77.243644,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,1.63,9.92711,44.106202,0,205.43,603.11,273.13,869.06,151.38,86.6,225.41,349.07,279.5,0,227.79,1439.61,0,0,4710.09,11026.78,TifDetails-TY2019-2025-05-22.xlsx,,,,,46400.00,409900.00
2019,027,90-147,GAHANNA MANOR HOMES,Active,2006,2035,100,027000129,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,GAHANNA CITY,JEFFERSON TWP,GAHANNA JEFFERSON CSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,46400,348800,395200,16240,122080,138320,Yes,Res/Ag,116.66,0.337874,0.084937,0.021234,77.243644,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,1.63,9.92711,44.106202,0,177.91,522.34,236.55,752.66,131.11,75,195.23,302.32,242.06,0,197.28,1246.81,0,0,4079.27,9549.96,TifDetails-TY2019-2025-05-22.xlsx,,,,,46400.00,348800.00
2019,027,90-147,GAHANNA MANOR HOMES,Active,2006,2035,100,027000130,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,GAHANNA CITY,JEFFERSON TWP,GAHANNA JEFFERSON CSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,46300,446500,492800,16210,156280,172490,Yes,Res/Ag,116.66,0.337874,0.084937,0.021234,77.243644,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,1.63,9.92711,44.106202,0,221.86,651.38,294.99,938.6,163.5,93.53,243.46,377,301.85,0,246.02,1554.81,0,0,5087,11909.16,TifDetails-TY2019-2025-05-22.xlsx,,,,,46300.00,446500.00
2019,027,90-147,GAHANNA MANOR HOMES,Active,2006,2035,100,027000131,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,GAHANNA CITY,JEFFERSON TWP,GAHANNA JEFFERSON CSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,46300,412200,458500,16210,144270,160480,Yes,Res/Ag,116.66,0.337874,0.084937,0.021234,77.243644,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,1.63,9.92711,44.106202,0,196.84,577.89,261.71,832.7,145.05,82.98,216,334.47,267.8,0,218.26,1379.4,0,0,4513.1,10565.6,TifDetails-TY2019-2025-05-22.xlsx,,,,,46300.00,412200.00
2019,027,90-147,GAHANNA MANOR HOMES,Active,2006,2035,100,027000132,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,GAHANNA CITY,JEFFERSON TWP,GAHANNA JEFFERSON CSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,46300,380000,426300,16210,133000,149210,Yes,Res/Ag,116.66,0.337874,0.084937,0.021234,77.243644,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,1.63,9.92711,44.106202,0,191.92,563.46,255.17,811.92,141.43,80.91,210.6,326.12,261.12,0,212.81,1344.98,0,0,4400.44,10301.84,TifDetails-TY2019-2025-05-22.xlsx,,,,,46300.00,380000.00
2019,027,90-147,GAHANNA MANOR HOMES,Active,2006,2035,100,027000133,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,GAHANNA CITY,JEFFERSON TWP,GAHANNA JEFFERSON CSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,46300,422000,468300,16210,147700,163910,Yes,Res/Ag,116.66,0.337874,0.084937,0.021234,77.243644,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,1.63,9.92711,44.106202,0,210.83,618.98,280.31,891.9,155.37,88.88,231.35,358.25,286.85,0,233.78,1477.47,0,0,4833.97,11316.78,TifDetails-TY2019-2025-05-22.xlsx,,,,,46300.00,422000.00
2019,027,90-147,GAHANNA MANOR HOMES,Active,2006,2035,100,027000134,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,GAHANNA CITY,JEFFERSON TWP,GAHANNA JEFFERSON CSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,46500,426500,473000,16280,149280,165560,Yes,Res/Ag,116.66,0.337874,0.084937,0.021234,77.243644,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,1.63,9.92711,44.106202,0,212.95,625.21,283.13,900.88,156.93,89.78,233.68,361.86,289.73,0,236.13,1492.34,0,0,4882.62,11430.68,TifDetails-TY2019-2025-05-22.xlsx,,,,,46500.00,426500.00
2019,027,90-147,GAHANNA MANOR HOMES,Active,2006,2035,100,027000135,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,GAHANNA CITY,JEFFERSON TWP,GAHANNA JEFFERSON CSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,46300,361700,408000,16210,126600,142810,Yes,Res/Ag,116.66,0.337874,0.084937,0.021234,77.243644,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,1.63,9.92711,44.106202,0,183.69,539.3,244.23,777.08,135.36,77.44,201.57,312.13,249.92,0,203.69,1287.28,0,0,4211.69,9859.96,TifDetails-TY2019-2025-05-22.xlsx,,,,,46300.00,361700.00
2019,027,90-147,GAHANNA MANOR HOMES,Active,2006,2035,100,027000136,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,GAHANNA CITY,JEFFERSON TWP,GAHANNA JEFFERSON CSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,45700,418200,463900,16000,146370,162370,Yes,Res/Ag,116.66,0.337874,0.084937,0.021234,77.243644,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,1.63,9.92711,44.106202,0,208.85,613.17,277.68,883.52,153.9,88.05,229.17,354.89,284.15,0,231.58,1463.59,0,0,4788.55,11210.46,TifDetails-TY2019-2025-05-22.xlsx,,,,,45700.00,418200.00
2019,027,90-147,GAHANNA MANOR HOMES,Active,2006,2035,100,027000137,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,GAHANNA CITY,JEFFERSON TWP,GAHANNA JEFFERSON CSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,45400,339300,384700,15890,118760,134650,Yes,Res/Ag,116.66,0.337874,0.084937,0.021234,77.243644,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,1.63,9.92711,44.106202,0,173.19,508.49,230.27,732.69,127.63,73.01,190.05,294.3,235.64,0,192.05,1213.72,0,0,3971.04,9296.58,TifDetails-TY2019-2025-05-22.xlsx,,,,,45400.00,339300.00
2019,027,90-147,GAHANNA MANOR HOMES,Below Ceiling,2006,2035,100,027000138,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,GAHANNA CITY,JEFFERSON TWP,GAHANNA JEFFERSON CSD,,,,,,,,,,Res/Ag,116.66,0.337874,0.084937,0.021234,77.243644,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,1.63,9.92711,44.106202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TifDetails-TY2019-2025-05-22.xlsx,,,,,0.00,0.00
2019,027,90-147,GAHANNA MANOR HOMES,Below Ceiling,2006,2035,100,027000139,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,GAHANNA CITY,JEFFERSON TWP,GAHANNA JEFFERSON CSD,,,,,,,,,,Res/Ag,116.66,0.337874,0.084937,0.021234,77.243644,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,1.63,9.92711,44.106202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TifDetails-TY2019-2025-05-22.xlsx,,,,,0.00,0.00
2019,171,90-226,JEFFERSON TWP - JEFFERSON GROVE TOWNSHIP TIF,Active,2017,2046,100,171000004,COL.&FRANKLIN COUNTY PUB LIB D,LICKING COUNTY JVSD,,,JEFFERSON TWP,LICKING HEIGHTS LSD,403 - APARTMENTS 40+ FAMILY,720,810800,13205600,14016400,283780,4621960,4905740,No,Com/Ind,98.91,0.126006,0.086321,0.02158,86.446777,1.47,4.650984,2.046433,6.511378,0.95,0.697647,1.627844,2.607897,2.55,0,0,13.808519,49.526075,0,7211.44,22816.52,10039.27,31943.12,4660.45,3422.47,7985.78,12793.67,12509.64,0,0,67741.01,242962.05,0,424085.42,424085.42,TifDetails-TY2019-2025-05-22.xlsx,,,,,810800.00,13205600.00
2019,170,90-254,JEFFERSON TWP - PARKWOOD TIF  (2018-2047),Active,2018,2047,100,170003991,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,,JEFFERSON TWP,GAHANNA JEFFERSON CSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,0,174100,174100,0,60940,60940,Yes,Res/Ag,117.46,0.33841,0.081853,0.020463,77.710427,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,0,12.023893,44.106202,0,78.38,230.13,104.22,331.6,57.76,33.05,86.01,133.2,106.65,0,0,679.9,2410.26,0,4251.16,4251.16,TifDetails-TY2019-2025-05-22.xlsx,,,,,0.00,174100.00
2019,170,90-254,JEFFERSON TWP - PARKWOOD TIF  (2018-2047),Active,2018,2047,100,170003992,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,,JEFFERSON TWP,GAHANNA JEFFERSON CSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,0,415400,415400,0,145390,145390,Yes,Res/Ag,117.46,0.33841,0.081853,0.020463,77.710427,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,0,12.023893,44.106202,0,187.01,549.04,248.64,791.14,137.81,78.84,205.2,317.77,254.43,0,0,1622.11,5750.33,0,10142.32,10142.32,TifDetails-TY2019-2025-05-22.xlsx,,,,,0.00,0.00
2019,170,90-254,JEFFERSON TWP - PARKWOOD TIF  (2018-2047),Active,2018,2047,100,170003994,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,,JEFFERSON TWP,GAHANNA JEFFERSON CSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,0,147100,147100,0,51490,51490,Yes,Res/Ag,117.46,0.33841,0.081853,0.020463,77.710427,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,0,12.023893,44.106202,0,66.23,194.44,88.06,280.18,48.81,27.92,72.67,112.54,90.1,0,0,574.45,2036.5,0,3591.9,3591.9,TifDetails-TY2019-2025-05-22.xlsx,,,,,0.00,147100.00
2019,170,90-254,JEFFERSON TWP - PARKWOOD TIF  (2018-2047),Active,2018,2047,100,170003995,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,,JEFFERSON TWP,GAHANNA JEFFERSON CSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,0,442900,442900,0,155020,155020,Yes,Res/Ag,117.46,0.33841,0.081853,0.020463,77.710427,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,0,12.023893,44.106202,0,199.39,585.4,265.11,843.52,146.94,84.06,218.8,338.82,271.28,0,0,1729.56,6131.2,0,10814.08,10814.08,TifDetails-TY2019-2025-05-22.xlsx,,,,,0.00,0.00
2019,170,90-254,JEFFERSON TWP - PARKWOOD TIF  (2018-2047),Active,2018,2047,100,170004002,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,,JEFFERSON TWP,GAHANNA JEFFERSON CSD,599 - OTHER RESIDENTIAL,720,0,289300,289300,0,101260,101260,No,Res/Ag,117.46,0.33841,0.081853,0.020463,77.710427,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,0,12.023893,44.106202,0,133.97,393.32,178.12,566.74,95.98,56.48,145.84,227.64,182.27,0,0,1147.31,4097.19,0,7224.86,7224.86,TifDetails-TY2019-2025-05-22.xlsx,,,,,0.00,0.00
2019,170,90-254,JEFFERSON TWP - PARKWOOD TIF  (2018-2047),Active,2018,2047,100,170004003,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,,JEFFERSON TWP,GAHANNA JEFFERSON CSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,0,438000,438000,0,153300,153300,Yes,Res/Ag,117.46,0.33841,0.081853,0.020463,77.710427,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,0,12.023893,44.106202,0,197.18,578.91,262.17,834.18,145.31,83.13,216.37,335.06,268.27,0,0,1710.37,6063.15,0,10694.1,10694.1,TifDetails-TY2019-2025-05-22.xlsx,,,,,0.00,0.00
2019,170,90-254,JEFFERSON TWP - PARKWOOD TIF  (2018-2047),Below Ceiling,2018,2047,100,170004004,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,,JEFFERSON TWP,GAHANNA JEFFERSON CSD,599 - OTHER RESIDENTIAL,720,0,169300,169300,0,59260,59260,No,Res/Ag,117.46,0.33841,0.081853,0.020463,77.710427,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,0,12.023893,44.106202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TifDetails-TY2019-2025-05-22.xlsx,,,,,0.00,0.00
2019,170,90-254,JEFFERSON TWP - PARKWOOD TIF  (2018-2047),Active,2018,2047,100,170004005,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,,JEFFERSON TWP,GAHANNA JEFFERSON CSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,0,491300,491300,0,171960,171960,Yes,Res/Ag,117.46,0.33841,0.081853,0.020463,77.710427,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,0,12.023893,44.106202,0,221.18,649.38,294.08,935.7,162.99,93.25,242.71,375.85,300.93,0,0,1918.57,6801.18,0,11995.82,11995.82,TifDetails-TY2019-2025-05-22.xlsx,,,,,0.00,0.00
2019,170,90-254,JEFFERSON TWP - PARKWOOD TIF  (2018-2047),Active,2018,2047,100,170004009,COL.&FRANKLIN COUNTY PUB LIB D,EASTLAND JVSD,,,JEFFERSON TWP,GAHANNA JEFFERSON CSD,510 - ONE-FAMILY DWLG ON PLATTED LOT,720,0,489600,489600,0,171360,171360,Yes,Res/Ag,117.46,0.33841,0.081853,0.020463,77.710427,1.47,4.315807,1.954473,6.218778,0.947865,0.619713,1.555794,2.497902,2,0,0,12.023893,44.106202,0,220.41,647.11,293.05,932.44,162.43,92.92,241.86,374.54,299.88,0,0,1911.86,6777.46,0,11953.96,11953.96,TifDetails-TY2019-2025-05-22.xlsx,,,,,0.00,489600.00
